name category barcode brand id manufacturer image_urls base_price offer_price discount
"Крем-гель для душа Palmolive Бережный Уход с миндальным маслом и пионом 250 мл" "Гели для душа" 8718951342033 Palmolive 99162 "Колгейт-Палмолив АО" "['https://api.bonjour-dv.ru/public_v1/products/99162/images/e0c0c040e1e0e0c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/70281e0c060301c0e064.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/702c180e06038180c068.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/01cb777990748ee3d82e35.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/01399d67334ece646d36f8.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/1c8f49cb642319bdcaad.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99162/images/1f1b8dc6fcb0a4c8462b.jpg']" 378 378 
"Сменная насадка для зубной щетки Colgate Pro Clinical 150 Древесный Уголь 2 шт" "Зубные щетки" 8718951294400 Colgate 99160 "Колгейт-Палмолив АО" "['https://api.bonjour-dv.ru/public_v1/products/99160/images/e2a2e0e2e2e0602.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99160/images/205a5a7a746440dc.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99160/images/808080808080808.jpg']" 1083 1083 
"Гель для душа Palmolive Бережный Уход с кокосовым маслом и лемонграссом 250 мл" "Гели для душа" 8718951342019 Palmolive 99159 "Колгейт-Палмолив АО" "['https://api.bonjour-dv.ru/public_v1/products/99159/images/e160c0406161e0c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/702c140c06038180c040.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/9a8d271154ca7dae5bc0.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/9d11c3396554c6750c37.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/1f0f89cb6e371e3f18ad.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/01ca753998748ee3d82ea5.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99159/images/1f1b8dc6fcb0a4c8462b.jpg']" 378 189 50
"Крем д/рук AURA BEAUTY Витаминный,туба 75мл 1/24" "Уход за руками" 4752171005792 Aura 99152 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/99152/images/c0c0c0c0c0c0c04.jpg'] 72 36 50
"Салфетки влажн. GREEN DAY 15шт д/интимной гигиены" "Гели, влажные салфетки" 4627087923419 Умка 99095 УМКА ['https://api.bonjour-dv.ru/public_v1/products/99095/images/6d3c1a4b36900000.jpg'] 49 49 
"Мыло жидкое La Chista Алоэ Вера 5 л" "Жидкое мыло" 4627087922887 "La Chista" 98981 "La Chista" ['https://api.bonjour-dv.ru/public_v1/products/98981/images/e0e1616160e0c0c.jpg'] 485 485 
"Мыло жидкое La Chista Лимон 5 л" "Жидкое мыло" 4627087921101 "La Chista" 98980 "La Chista" ['https://api.bonjour-dv.ru/public_v1/products/98980/images/80e0e160e0e0e00.jpg'] 485 485 
"Мыло жидкое La Chista Персик 5 л" "Жидкое мыло" 4627087921118 "La Chista" 98979 "La Chista" ['https://api.bonjour-dv.ru/public_v1/products/98979/images/e06160e160e0c0c.jpg'] 485 485 
"Салфетки влажные Green Day Универсальные Ментол и эвкалипт 15 шт" "Влажные салфетки" 4627087923396 "Green Day" 98975 "Белая Мануфактура ООО" ['https://api.bonjour-dv.ru/public_v1/products/98975/images/e01d6b8f237100.jpg'] 56 56 
"Крем для лица Garnier Skin Naturals  Гиалуроновый Алоэ питательный для сухой и чувствительной кожи 50 мл" "Кремы, сыворотки" 3600542328609 Garnier 98974 "Л`Ореаль АО" "['https://api.bonjour-dv.ru/public_v1/products/98974/images/0148974c3c9c1e0b04c340.jpg', 'https://api.bonjour-dv.ru/public_v1/products/98974/images/0148a154a150a9f7fb0124.jpg', 'https://api.bonjour-dv.ru/public_v1/products/98974/images/6048a1c3a8e82e1c00.jpg', 'https://api.bonjour-dv.ru/public_v1/products/98974/images/0148e474fb1a2c9eebd3e6.jpg']" 509 382 25
"Салфетки влажные Green Day Универсальные Зеленый чай 15 шт" "Влажные салфетки" 4627087923389 "Green Day" 98978 "Белая Мануфактура ООО" ['https://api.bonjour-dv.ru/public_v1/products/98978/images/4146442d6d7200.jpg'] 40 40 
"Крем для рук Enough W Collagen осветляющий с коллагеном 100 мл" "Уход за руками" 8809474494795 Enough 98953 Корея ['https://api.bonjour-dv.ru/public_v1/products/98953/images/0180d269349a4d2613498c.jpg'] 213 213 
"Зубная паста Raysan 5 Star Отбеливающая гвоздика 25 гр" "Зубные пасты" 8858993730877 Raysan 98951 RAYSAN ['https://api.bonjour-dv.ru/public_v1/products/98951/images/276f67632f0c0c0c.jpg'] 183 183 
"Шампунь и бальзам-ополаскиватель 2в1 Clear Advanced protection против перхоти 2 в 1 Антибактериальный эффект 380 мл" "Шампуни для волос" 8714100869482 Clear 98914 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/98914/images/140c0c0c0c0c0c1c.jpg'] 558 558 
"Зубная паста Splat Special Coffee out для эффективного удаления налета от кофе и табака 75 мл" "Зубные пасты" 4603014010650 Splat 98813 SPLAT ['https://api.bonjour-dv.ru/public_v1/products/98813/images/e15d4b0101010101.jpg'] 330 330 
"Спрей для волос Прелесть Professional Эффект ламинирования 225 мл" "Средства для укладки" 4600104032509 "Прелесть Professional" 99598 Арнест ['https://api.bonjour-dv.ru/public_v1/products/99598/images/c0c0c0c0c0c0c0c.jpg'] 303 303 
"Мыло косметическое Рассея для лица и тела с натуральным экстрактом черной смородины 90 гр" "Туалетное мыло" 4670033920611 Рассея 99505 "Белая Мануфактура ООО" ['https://api.bonjour-dv.ru/public_v1/products/99505/images/07075ea994cd86c20100.jpg'] 124 124 
"Мыло косметическое Рассея для лица и тела с экстрактом облепихи 90 гр" "Туалетное мыло" 4670033920246 Рассея 99504 "Белая Мануфактура ООО" ['https://api.bonjour-dv.ru/public_v1/products/99504/images/20f37373f3800.jpg'] 124 124 
"Мыло косметическое Рассея для лица и тела с экстрактом можжевельника 90 гр" "Туалетное мыло" 4670033920604 Рассея 99503 "Белая Мануфактура ООО" ['https://api.bonjour-dv.ru/public_v1/products/99503/images/20f37773f3800.jpg'] 124 124 
"Маска для лица Таблетка Красоты Мгновенно увлажняющая 8 мл" "Маски для лица" 4630040779039 "Таблетка Красоты" 99495 "Фитокосметик ООО" ['https://api.bonjour-dv.ru/public_v1/products/99495/images/4e3233b646f9632d.jpg'] 84 84 
"Маска для лица Таблетка Красоты Мгновенно очищающая Кислородная 8 мл" "Маски для лица" 4630040778674 "Таблетка Красоты" 99492 "Фитокосметик ООО" ['https://api.bonjour-dv.ru/public_v1/products/99492/images/2a1f171f2f331732.jpg'] 84 84 
"Маска для лица Таблетка Красоты Мгновенное омоложение 8 мл" "Маски для лица" 4630040778803 "Таблетка Красоты" 99491 "Фитокосметик ООО" ['https://api.bonjour-dv.ru/public_v1/products/99491/images/c161e3e2c2e261e.jpg'] 84 84 
"Маска для лица Таблетка Красоты Мгновенный лифтинг 8 мл" "Маски для лица" 4630040778650 "Таблетка Красоты" 99490 "Фитокосметик ООО" ['https://api.bonjour-dv.ru/public_v1/products/99490/images/23d3f97c1f9fce71b0f2.jpg'] 84 84 
"Крем для лица Таблетка Красоты мультивитаминный Мгновенное сияние 8 мл" "Кремы, сыворотки" 4630040778704 "Таблетка Красоты" 99466 "Фитокосметик ООО" ['https://api.bonjour-dv.ru/public_v1/products/99466/images/4e3b339f9eed632d.jpg'] 76 76 
"Туалетная бумага Zewa Exclusive Ultra Soft 4-х слойная 4 рулона" "Туалетная бумага" 7322541270326 Zewa 99454 "SCA Hygiene Products Russia" ['https://api.bonjour-dv.ru/public_v1/products/99454/images/3b454363330f4603.jpg'] 247 247 
"Пенка-мусс для умывания Черный жемчуг Питание 150 мл" "Гели, пенки для умывания" 8714100863572 "Черный жемчуг" 99405 "Юнилевер Русь ООО" "['https://api.bonjour-dv.ru/public_v1/products/99405/images/c0c0c0c0c0408.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99405/images/c0c0c0c0c1c08.jpg']" 387 387 
"Крем для век Черный жемчуг Питание 17 мл" "Уход для области вокруг глаз" 8714100861059 "Черный жемчуг" 99396 "Юнилевер Русь ООО" "['https://api.bonjour-dv.ru/public_v1/products/99396/images/6061e0e0e0e0e04.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99396/images/4041c1c1c1c1c0c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99396/images/c0c0c0c0c0c0c00.jpg']" 391 391 
"Крем для лица Черный жемчуг Питание дневной 46 мл" "Кремы, сыворотки" 8714100860991 "Черный жемчуг" 99395 "Юнилевер Русь ООО" "['https://api.bonjour-dv.ru/public_v1/products/99395/images/31f1f0f333300.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99395/images/13171b1f172f00.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99395/images/4028d669b4700000.jpg']" 391 352 10
"Маска для лица Черный жемчуг Питание ночной 46 мл" "Кремы, сыворотки" 8714100860168 "Черный жемчуг" 99394 "Юнилевер Русь ООО" "['https://api.bonjour-dv.ru/public_v1/products/99394/images/674d430b0000.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99394/images/3f3b1f3b333300.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99394/images/33331b1f3b2f00.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99394/images/4828d669b4700000.jpg']" 391 352 10
"Гель для бритья Nivea Men Одним движением сверхскольжение 200 мл" "Средства для бритья" 4005900745521 "Nivea Men" 99372 "Beiersdorf AG" ['https://api.bonjour-dv.ru/public_v1/products/99372/images/c0c0c0c0c0c0c08.jpg'] 563 563 
"Дезодорант-антиперспирант шариковый Nivea Extra Черное и белое невидимый 50 мл" Шариковые 4005900730053 Nivea 99363 "Beiersdorf AG" ['https://api.bonjour-dv.ru/public_v1/products/99363/images/1c1c0c0c0c040c0c.jpg'] 267 267 
"Дезодорант-антиперспирант спрей Nivea Extra Невидимый для черного и белого 150 мл" Спреи 4005900761125 Nivea 99361 "Beiersdorf AG" ['https://api.bonjour-dv.ru/public_v1/products/99361/images/20180c06030381c0e030.jpg'] 267 267 
"Шампунь для волос Витэкс Роскошный уход - 7 масел красоты Питательный 500 мл" "Шампуни для волос" 4810153024008 Витэкс 99356 Белита ['https://api.bonjour-dv.ru/public_v1/products/99356/images/c0c0c0c0c0e0e0e.jpg'] 326 326 
"Гель для душа Axe Dark Temptation 400 мл" "Гели для душа" 8710447284094 Axe 99351 "Юнилевер Русь ООО" "['https://api.bonjour-dv.ru/public_v1/products/99351/images/6030180c0602c160e060.jpg', 'https://api.bonjour-dv.ru/public_v1/products/99351/images/7038120b07028160b060.jpg']" 520 520 
"Краска для волос Gamma Perfect Color Осветлитель 100 мл" "Краски для волос" 4600936171414 Gamma 99965 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99965/images/7020140a04828180e060.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 7.1 Темно-русый пепельный 100 мл" "Краски для волос" 4600936171551 Gamma 99964 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99964/images/691d295d3b0f0d33.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 8.19 Пепельный 100 мл" "Краски для волос" 4600936171544 Gamma 99963 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99963/images/7030140a060381c0e060.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 9.1 Пепельный блонд 100 мл" "Краски для волос" 4600936171537 Gamma 99962 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99962/images/60381c0c06838180e070.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 6.0 Темно-русый 100 мл" "Краски для волос" 4600936171513 Gamma 99961 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99961/images/01c8f878321d8c06236198.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 9.3 Cолнечный блонд 100 мл" "Краски для волос" 4600936171506 Gamma 99960 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99960/images/f06030180c860301a0d8.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 9.31 Золотисто-пепельный 100мл" "Краски для волос" 4600936171483 Gamma 99959 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99959/images/6020100a05828140b050.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 4.6 Cпелый баклажан 100 мл" "Краски для волос" 4600936171469 Gamma 99958 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99958/images/f070381e0f070301a0d8.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 6.5 Cочный гранат 100 мл" "Краски для волос" 4600936171452 Gamma 99957 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99957/images/4030180c07038100c058.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 8.3 Сливочная карамель 100 мл" "Краски для волос" 4600936171438 Gamma 99956 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99956/images/70381408050301c0e060.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 7.75 Ореховое пралине 100 мл" "Краски для волос" 4600936171421 Gamma 99955 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99955/images/616060e0e0e060e.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 4.0 Темный шоколад 100 мл" "Краски для волос" 4600936171384 Gamma 99954 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99954/images/01d8e0703a1d0e8623619c.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 8.0 Нежный светло-русый 100 мл" "Краски для волос" 4600936171377 Gamma 99953 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99953/images/c068381e0f878301c0d8.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 9.0 сияющий блонд 100 мл" "Краски для волос" 4600936171360 Gamma 99952 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99952/images/e060301a0d068301a0d8.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 5.47 Теплый каштан 100 мл" "Краски для волос" 4600936171353 Gamma 99951 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99951/images/7030180c070301c0a070.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 2.0 Черный сапфир 100 мл" "Краски для волос" 4600936171346 Gamma 99950 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99950/images/e0683c1e0d068301a0d8.jpg'] 161 161 
"Краска для волос Gamma Perfect Color тон 8.1 Пепельно-русый 100 мл" "Краски для волос" 4600936171476 Gamma 99923 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99923/images/01c8f878321d8c06236198.jpg'] 161 161 
"Гель для душа Camay Hypnotique Aura, с ароматом пачули и полуночного жасмина 250 мл" "Гели для душа" 8714100850930 Camay 99881 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/99881/images/70381c0c070381c0e070.jpg'] 273 137 50
"Краска для волос Gamma Perfect Color тон 7.0 Жемчужно-русый 100 мл" "Краски для волос" 4600936171391 Gamma 99922 Свобода ['https://api.bonjour-dv.ru/public_v1/products/99922/images/6030180c06030180e078.jpg'] 161 161 
"Гель для душа Dove Питательный уход с алоэ вера и березовым соком бессульфатный 250 мл" "Гели для душа" 8714100852811 Dove 99766 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/99766/images/2010140c060301c0c030.jpg'] 337 337 
"Бальзам для губ Parisa Global Lip Balm Манго 10 гр" "Бальзамы для губ" 6970679351816 Parisa 100642 "PARISA декор" ['https://api.bonjour-dv.ru/public_v1/products/100642/images/e0703170e0800.jpg'] 133 133 
"Скраб для губ Vivienne Sabo сахарный тон 01 ягодный 3 гр" "Бальзамы для губ" 3700971338214 "Vivienne Sabo" 100560 "VIVIENNE SABO" "['https://api.bonjour-dv.ru/public_v1/products/100560/images/40c0c060c080000.jpg', 'https://api.bonjour-dv.ru/public_v1/products/100560/images/607062706000000.jpg']" 483 483 
"Масло для губ Vivienne Sabo Dessert a Levres тон 02 пион 3 мл" "Бальзамы для губ" 3700971338245 "Vivienne Sabo" 100558 "VIVIENNE SABO" "['https://api.bonjour-dv.ru/public_v1/products/100558/images/8c8c8c8c8c8c8c8c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/100558/images/9494968686869490.jpg']" 445 445 
"Зубная щетка BioMed Black для деликатного отбеливания, средняя, цвет в ассортименте" "Зубные щетки" 7640168930479 BioMed 100238 SPLAT ['https://api.bonjour-dv.ru/public_v1/products/100238/images/e0743a1d0e8743a1d0e8.jpg'] 178 178 
"Зубная щетка BioMed Silver с ионами серебра,средняя, цвет в ассортименте" "Зубные щетки" 7640168930509 BioMed 100237 SPLAT ['https://api.bonjour-dv.ru/public_v1/products/100237/images/a8743a1d0a8542a1d0a8.jpg'] 178 178 
"Зубная щетка BioMed Mineral для эффективного отбеливания, жёсткая, цвет в ассортименте" "Зубные щетки" 7640168931919 BioMed 100236 SPLAT ['https://api.bonjour-dv.ru/public_v1/products/100236/images/e074381c0a8502a1d0a0.jpg'] 178 134 25
"Мыло жидкое Absolut АВС Ультразащита 440 гр" "Жидкое мыло" 4601313017592 Absolut 100235 "Весна ОАО ПКК" ['https://api.bonjour-dv.ru/public_v1/products/100235/images/16160e061c0c0c0e.jpg'] 160 112 30
"Мыло жидкое Absolut FitoGuard Алоэ 440 гр" "Жидкое мыло" 4601313017608 Absolut 100234 "Весна ОАО ПКК" ['https://api.bonjour-dv.ru/public_v1/products/100234/images/e0e0c0c0c0c00.jpg'] 165 165 
"Зубная паста Лесной бальзам Organic oils с органическими маслами углём и кальцием 75 мл" "Зубные пасты" 8714100865347 "Лесной бальзам" 100146 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/100146/images/404040c040e0c00.jpg'] 162 162 
"Зубная паста Лесной бальзам Organic oils с органическими маслами и алоэ 75 мл" "Зубные пасты" 8714100865446 "Лесной бальзам" 100145 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/100145/images/4040c0c0c060e00.jpg'] 162 162 
"Зубная паста Colgate Total 12 Глубокое Очищение 75 мл" "Зубные пасты" 6920354827051 Colgate 100148 "Колгейт-Палмолив АО" ['https://api.bonjour-dv.ru/public_v1/products/100148/images/1616000000.jpg'] 297 212 29
"Ополаскиватель для полости рта Close Up Cool Kiss 250 мл" Ополаскиватели 8714100864838 "Close Up" 100142 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/100142/images/181f270707070400.jpg'] 242 182 25
"Ополаскиватель для полости рта Лесной бальзам Organic oils с органическими маслами углём и кальцием 250 мл" Ополаскиватели 8714100857519 "Лесной бальзам" 100074 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/100074/images/e1616161e0e0c0c.jpg'] 309 309 
"Ополаскиватель для полости рта Лесной бальзам Organic oils с органическими маслами и алоэ 250 мл" Ополаскиватели 8714100857571 "Лесной бальзам" 100073 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/100073/images/e1616060e0e0c0c.jpg'] 276 276 
"Зубная паста Colgate Moments Зеленый смузи освежающая зубная паста с нотками трав и древесным оттенком 75 мл" "Зубные пасты" 6920354826900 Colgate 100062 "Колгейт-Палмолив АО" ['https://api.bonjour-dv.ru/public_v1/products/100062/images/c0c0c0c0c0c0c0c.jpg'] 285 143 50
"Зубная паста Colgate Moments Фруктовый шейк освежающая зубная паста с нотками сладких ягод и свежих цитрусовых 75 мл" "Зубные пасты" 6920354826924 Colgate 100061 "Колгейт-Палмолив АО" ['https://api.bonjour-dv.ru/public_v1/products/100061/images/c0c0c0c0c0c0c0c.jpg'] 290 145 50
"Зубная паста Colgate Moments Витаминный коктейль освежающая зубная паста с нотками сочных фруктов 75 мл" "Зубные пасты" 6920354826887 Colgate 100060 "Колгейт-Палмолив АО" ['https://api.bonjour-dv.ru/public_v1/products/100060/images/c0c0c0c0c0c0c0c.jpg'] 285 143 50
"Бальзам для волос L`Oreal Paris Elseve Ультра Прочность 400 мл" "Бальзамы, кондиционеры, ополаскиватели" 3600523931576 "L`Oreal Paris" 99991 "Л`Ореаль АО" ['https://api.bonjour-dv.ru/public_v1/products/99991/images/60616161616140c.jpg'] 576 432 25
"Дезодорант спрей Nivea Men Extra Невидимый для черного и белого 150 мл" Спреи 4005900729606 "Nivea Men" 100003 "Beiersdorf AG" ['https://api.bonjour-dv.ru/public_v1/products/100003/images/c1c0c0c0c0c0c0c.jpg'] 425 425 
"Мицеллярный гель для лица Dove Для проблемной кожи для проблемной кожи 120 мл" "Мицеллярная вода" 8714100862544 Dove 99990 "Юнилевер Русь ООО" ['https://api.bonjour-dv.ru/public_v1/products/99990/images/100c04030180806000.jpg'] 766 766 
"Шампунь для волос Витэкс Keratin+ Протеины кашемира восстановление и объем для всех типов волос 500 мл" "Шампуни для волос" 4810153022479 Витэкс 101510 Белита ['https://api.bonjour-dv.ru/public_v1/products/101510/images/1e1e0e1e1e1e1e0e.jpg'] 357 357 
"Шампунь для волос Витэкс Fruit Therapy Питательный 515 мл" "Шампуни для волос" 4810153029065 Витэкс 101514 Белита ['https://api.bonjour-dv.ru/public_v1/products/101514/images/1c0c1c0c1c0c1c0c.jpg'] 327 327 
"Бальзам для волос Витэкс Keratin+ Протеины кашемира 300 мл" "Бальзамы, кондиционеры, ополаскиватели" 4810153022530 Витэкс 101507 Белита ['https://api.bonjour-dv.ru/public_v1/products/101507/images/1f3b333b3b1f00.jpg'] 280 280 
"Бальзам-маска для волос Витэкс Keratin+ Пептиды против выпадения волос для всех типов волос 300 мл" "Бальзамы, кондиционеры, ополаскиватели" 4810153022578 Витэкс 101506 Белита ['https://api.bonjour-dv.ru/public_v1/products/101506/images/c1f3931393d3f08.jpg'] 311 311 
"Бальзам-маска для волос Витэкс Keratin+ жидкий шелк Восстановление и зеркальный блеск 300 мл" "Бальзамы, кондиционеры, ополаскиватели" 4810153022554 Витэкс 101504 Белита ['https://api.bonjour-dv.ru/public_v1/products/101504/images/e2b3931393d390e.jpg'] 311 311 
"Ватные диски Я самая 35+35 шт" "Ватные палочки и диски " 4600999036026 "Я самая" 101451 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101451/images/1c14141c0c161606.jpg'] 137 137 
"Гель для интимной гигиены Я самая Успокаивающий 250 мл" "Гели, влажные салфетки" 4600999035234 "Я самая" 101429 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101429/images/1e0e0e0e0e040c08.jpg'] 190 190 
"Платочки бумажные Солнце и Луна Eco сухие хлопко-льняные 2-х слойные 50 шт" "Бумажные салфетки, платочки" 4752171006171 "Солнце и Луна" 101297 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101297/images/545794b4c0500.jpg'] 121 121 
"Мыло жидкое Солнце и Луна для детей 0+ 500 мл" "Жидкое мыло" 4752171008427 "Солнце и Луна" 101424 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101424/images/e0e0a22120a0a0a.jpg'] 196 196 
"Гель для интимной гигиены Я самая Мицеллярный 250 мл" "Гели, влажные салфетки" 4600999035241 "Я самая" 101428 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101428/images/1e0e0e0e0e040c08.jpg'] 190 190 
"Салфетки влажные Aura ECO Protect Flushable Антибактериальные 20 шт" "Влажные салфетки" 4600999033261 Aura 101287 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/101287/images/161e1e0e1e0e0e12.jpg'] 68 68 
"PARADONTAX З/паста Экстракты трав 75 мл" "Зубные пасты" 5054563064202 Paradontax 100972 "Glaxo Smith Kline" ['https://api.bonjour-dv.ru/public_v1/products/100972/images/1f6b0501010100.jpg'] 396 396 
"PARADONTAX З/паста Комплексная Защита 75мл" "Зубные пасты" 5054563042385 Paradontax 100978 "Glaxo Smith Kline" ['https://api.bonjour-dv.ru/public_v1/products/100978/images/4162cb450000.jpg'] 464 464 
"SENSODINE З/паста Ежедневная Защита Морозная Мята" "Зубные пасты" 5054563068347 Sensodine 100971 "Glaxo Smith Kline" ['https://api.bonjour-dv.ru/public_v1/products/100971/images/2105000000.jpg'] 258 258 
"Сыворотка для лица L`Oreal Paris Revitalift Филлер для лица и шеи с 1.5% чистой гиалуроновой кислотой 30 мл" "Кремы, сыворотки" 3600523937387 "L`Oreal Paris" 100957 "Л`Ореаль АО" "['https://api.bonjour-dv.ru/public_v1/products/100957/images/1e1e1e1e1e1800.jpg', 'https://api.bonjour-dv.ru/public_v1/products/100957/images/6d6d6969090a0e0c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/100957/images/63035b5b1b130a0c.jpg', 'https://api.bonjour-dv.ru/public_v1/products/100957/images/3333335153332b0c.jpg']" 1811 1811 
"Маска для лица Garnier Skin Naturals  Питание-Бомба с кокосовым молочком 32 гр" "Маски для лица" 3600542319751 Garnier 100947 "Л`Ореаль АО" ['https://api.bonjour-dv.ru/public_v1/products/100947/images/3733391713173333.jpg'] 263 132 50
"Промо Я САМАЯ Bio мыло-крем жид. экстракт пиона и ванили,дой-пак 250+250мл 1/12" "Жидкое мыло" 4600999036033 "Я самая" 100914 "Коттон Клаб" ['https://api.bonjour-dv.ru/public_v1/products/100914/images/2b23271b03032b25.jpg'] 69 69 
"Бальзам для губ Parisa Sweet Kiss Мороженое aрбуз 7 гр" "Бальзамы для губ" 8479350750316 Parisa 100649 "PARISA декор" ['https://api.bonjour-dv.ru/public_v1/products/100649/images/312d1d180000.jpg'] 188 188 
"Бальзам для губ Parisa Global Lip Balm Клубника 10 гр" "Бальзамы для губ" 6970679351823 Parisa 100648 "PARISA декор" ['https://api.bonjour-dv.ru/public_v1/products/100648/images/301193f1c1800.jpg'] 133 133 
"Сыворотка для лица Dearboo успокаивающая c AHA/BHA/PHA кислотами 50 мл" "Кремы, сыворотки" 8809514485837 Dearboo 102181 "From B LAB" ['https://api.bonjour-dv.ru/public_v1/products/102181/images/c04040c0c0c0c08.jpg'] 715 715 
"Маска для волос Forest Story B7 против выпадения волос с биотином 200 мл" "Маски для волос" 8803348043416 "Forest Story" 102179 Корея ['https://api.bonjour-dv.ru/public_v1/products/102179/images/4171a1c1c1c0c08.jpg'] 555 555 
"Шампунь для волос Forest Story B7 против выпадения волос с биотином 200 мл" "Шампуни для волос" 8803348043409 "Forest Story" 102178 Корея ['https://api.bonjour-dv.ru/public_v1/products/102178/images/e0f0f0c0c0c0c0c.jpg'] 555 555 
"Мист для лица Enough Collagen увлажняющий с коллагеном 100 мл" "Молочко, тоники, лосьоны" 8809210040040 Enough 102177 Корея ['https://api.bonjour-dv.ru/public_v1/products/102177/images/1c0c0c0c0c0c0c08.jpg'] 291 291 
"BB-крем для лица Белита Young skin" "Кремы, сыворотки" 4810151020590 Белита 102168 Белита ['https://api.bonjour-dv.ru/public_v1/products/102168/images/c0c0c1416161606.jpg'] 277 277 
"Дезодорант-антиперспирант спрей Garnier Mineral Эффект магния ультрасухость с абсорбирующим магнием, защита 72 часа 150 мл" Спреи 3600542385237 Garnier 102153 "Л`Ореаль АО" ['https://api.bonjour-dv.ru/public_v1/products/102153/images/c0c0c0c040c0c0c.jpg'] 317 317 
"Зубная паста Aquafresh Whitening 75 мл" "Зубные пасты" 5054563067005 Aquafresh 102096 AQUAFRESH ['https://api.bonjour-dv.ru/public_v1/products/102096/images/806030180e37980000.jpg'] 247 247 
"Пена для бритья Arko Men Black 200 мл" "Средства для бритья" 8690506492595 "Arko Men" 102074 "Evyap Sabun" ['https://api.bonjour-dv.ru/public_v1/products/102074/images/70301e0d068341c0e070.jpg'] 300 210 30
